artist	artistId	album	albumId	date	song	songId
Lido	1aSwrSGBNGMLn9ymttfRkk	I O U 1	0eVSVVCpNQs3e89P3et3mr	2018-09-28	Liar	5xQPcQIZRVXnKOqqftCOIl
Lido	1aSwrSGBNGMLn9ymttfRkk	I O U 1	0eVSVVCpNQs3e89P3et3mr	2018-09-28	3 Million	4vJbSsLaqcBXCugxx23eCb
Lido	1aSwrSGBNGMLn9ymttfRkk	I O U 1	0eVSVVCpNQs3e89P3et3mr	2018-09-28	Outstanding	6HUQwx9g3QNe0XeaslQbAK
Lido	1aSwrSGBNGMLn9ymttfRkk	I O U 1	0eVSVVCpNQs3e89P3et3mr	2018-09-28	Partake	7KuTYTYvjz3FjO3uFzCdbM
Lido	1aSwrSGBNGMLn9ymttfRkk	I O U 1	0eVSVVCpNQs3e89P3et3mr	2018-09-28	Corner Love	0orMu2R36f5NbAeSyvYiVf
