artist	artistId	album	albumId	date	song	songId
The Tough Alliance	4ps52NgTUPV9accMr5TMBw	Neo Violence	4Eu64c8Wo3lbqk3bASx0dv	2008-03-24	Neo Violence	7mM8e8h6wTz3jgvdUfj3Dg
The Tough Alliance	4ps52NgTUPV9accMr5TMBw	Neo Violence	4Eu64c8Wo3lbqk3bASx0dv	2008-03-24	Lucky	4HnXeRx9zyvira3lcwDwGt
