artist	artistId	album	albumId	date	song	songId
Colleen Green	0LHZaUvES8NniRWNuhHNJl	Oh Baby	5s2EHFzawJ3DK2uywOrroO	2017-06-02	Oh Baby	3NuhuJdRg1HFUUKCBus2Og
