artist	artistId	album	albumId	date	song	songId
Animal Collective	4kwxTgCKMipBKhSnEstNKj	Honeycomb / Gotham	27N8Xh8nQNpngyL9Xo0QIu	2012-05-07	Honeycomb	5emgju829ze5R50JIwmid7
Animal Collective	4kwxTgCKMipBKhSnEstNKj	Honeycomb / Gotham	27N8Xh8nQNpngyL9Xo0QIu	2012-05-07	Gotham	6rOGZgWiOnCy0p1Jfw3q0Q
