artist	artistId	album	albumId	date	song	songId
Ellen Allien	5lsC3H1vh9YSRQckyGv0Up	Nost	1QrgJ7JTNdZ8F1SP39tYdm	2017-05-12	Mind Journey	5cuXwBZzYa7d6PEc4FNaIJ
Ellen Allien	5lsC3H1vh9YSRQckyGv0Up	Nost	1QrgJ7JTNdZ8F1SP39tYdm	2017-05-12	Innocence	0vXuY8bkTsyW4ScxLQdFMh
Ellen Allien	5lsC3H1vh9YSRQckyGv0Up	Nost	1QrgJ7JTNdZ8F1SP39tYdm	2017-05-12	Jack My Ass	4SnFqE1SPvS3DavHobhyXh
Ellen Allien	5lsC3H1vh9YSRQckyGv0Up	Nost	1QrgJ7JTNdZ8F1SP39tYdm	2017-05-12	Call Me	4yyNps4dGm0u7Z9RRe2W20
Ellen Allien	5lsC3H1vh9YSRQckyGv0Up	Nost	1QrgJ7JTNdZ8F1SP39tYdm	2017-05-12	Electric Eye	0MJBSgol2NDYKu8diNCjpE
Ellen Allien	5lsC3H1vh9YSRQckyGv0Up	Nost	1QrgJ7JTNdZ8F1SP39tYdm	2017-05-12	Mma	7dw7kU3495ob6jN9uhOGp5
Ellen Allien	5lsC3H1vh9YSRQckyGv0Up	Nost	1QrgJ7JTNdZ8F1SP39tYdm	2017-05-12	Physical	5pNo6RhWSBdcRI39hQrv9s
Ellen Allien	5lsC3H1vh9YSRQckyGv0Up	Nost	1QrgJ7JTNdZ8F1SP39tYdm	2017-05-12	Stormy Memories	4hu3FmHRvr8FwNZmfK2vbA
Ellen Allien	5lsC3H1vh9YSRQckyGv0Up	Nost	1QrgJ7JTNdZ8F1SP39tYdm	2017-05-12	Erdmond	65mDzxaUYNZb5cS9A9gSuo
