artist	artistId	album	albumId	date	song	songId	trackNum
Tourist	2ABBMkcUeM9hdpimo86mo6	Live From Corsica Studios (Continuous Mix)	1AVNtnLdr8dIdR3jHo4GKU	2018-08-17	Run - Live Continuous Mix	5Y6VJzKTw8lHhzgkrOb7V2	12
Major Lazer	738wLrAtLtCtFOLvQBXOXp	Let Me Live (Acoustic)	46ZlmN0g2PaRsG0J5LsiLy	2018-08-17	Let Me Live - Acoustic	1mqVImA1k8qma45Lqc8CNR	1
Janelle Monáe	6ueGR6SWhUJfvEhqkvMsVs	I Like That (Fabich Remix)	412mKah8usDIi6pa4ommIL	2018-08-17	I Like That - Fabich Remix	5O6up6Msb4vH9ZCQgw4MRG	1
Felix Da Housecat	4rC8J4M4aOqsQSCP4yoyJI	Cats Love Velvet	33dU5LqBPHO2idkQ0PRdpI	2018-08-17	Marshall & Pierre	0BORij2zDuDRV2OplAZTr7	1
Felix Da Housecat	4rC8J4M4aOqsQSCP4yoyJI	Cats Love Velvet	33dU5LqBPHO2idkQ0PRdpI	2018-08-17	It's Hot	61Mxe4UF0iqfqszWlSckx8	2
Smoke Season	1WNXj8T5x4LqlHgr1kMIdc	Boys of Summer	5tqnaXiF35jcPVWrf8WT3Q	2018-08-17	Boys of Summer	6or3AHAeGJcQVhHYWE1n2T	1
Marsheaux	71kSWeYFioviuty6e3aj5k	Exit (The Wrong Way)	6a56VdFIwZTGHGsn4Pg6T4	2018-08-16	Exit (The Wrong Way)	4U9oR4Qqh4otkDaxhI7TcL	1
The Field	23MIhFHpoOuhtEHZDrrnCS	Who Goes There	0g0lQFhC2zOwCBoOkk9FNz	2018-08-15	Who Goes There	364s1to9iO42M5mDBcweRL	1
Courtney Barnett	4OOlG5eBXSkSAAEeKjJb5Y	Spotify Singles	39XVP9BnseAz2Bn42EuWlS	2018-08-15	Charity - Recorded at Spotify Studios NYC	5tKnchisFlUbdp033DgS6K	1
Courtney Barnett	4OOlG5eBXSkSAAEeKjJb5Y	Spotify Singles	39XVP9BnseAz2Bn42EuWlS	2018-08-15	Houses - Recorded at Spotify Studios NYC	1NhfDvGAuVnc7IgApijwRa	2
Perlo	7HoyQiwbj67vedZeOSFQSJ	Day by Day	01Wrc6hZSiQpqT01ZGd7iE	2018-08-15	Day by Day	2sC99OcEkUkKG88oHpt0Gb	1
Le Matos	5nrAu9uBcj8NcdZHo09qG9	Cold Summer	5DPiBYnUlEjn5A7wdoxzHf	2018-08-15	Cold Summer	5uIcv6QKg0MMSKuuY2VykA	1
Still Corners	4zKYrXs8iN4AeHmO8ZxNqp	The Message	3UasgYAHxqzfe3Ww4cesSG	2018-08-13	The Message	5EzDsS3tsy1oa08YPyfXWa	1
Blonde Redhead	5isqImG0rLfAgBJSPMEVXF	Where Your Mind Wants to Go (Rone Remix)	2mkUceoHLOXC0OVNDaMjIK	2018-08-10	Where Your Mind Wants to Go (Rone Remix)	2DC6OlI3XIBNRlrLr3A0zn	1
Tuff City Kids	3tUtnhxnXl3zZdQUOpcyq6	Remixes, Vol. 3	2hfJHI7tdtD0guoN7VxU0o	2018-08-10	Tell Me - KiNK Remix	0Nvl6JsLCSWOrGo6IXxCeX	1
Tuff City Kids	3tUtnhxnXl3zZdQUOpcyq6	Remixes, Vol. 3	2hfJHI7tdtD0guoN7VxU0o	2018-08-10	Icebot	5TkDSmAAbZgzArDfgxCi6h	2
Tuff City Kids	3tUtnhxnXl3zZdQUOpcyq6	Remixes, Vol. 3	2hfJHI7tdtD0guoN7VxU0o	2018-08-10	Wake People - Sascha Funke Remix	6xqFET2IP2xbeO3Z8DLEPS	3
Tuff City Kids	3tUtnhxnXl3zZdQUOpcyq6	Remixes, Vol. 3	2hfJHI7tdtD0guoN7VxU0o	2018-08-10	Wake People - Prins Thomas Diskomiks	0jYP8DZAfZ6gUQiXRbd9b1	4
Tuff City Kids	3tUtnhxnXl3zZdQUOpcyq6	Remixes, Vol. 3	2hfJHI7tdtD0guoN7VxU0o	2018-08-10	Nordo - Shan's 88 Illegal Mix	4vx4nrN1CdtzkSZheJyMF7	5
Tuff City Kids	3tUtnhxnXl3zZdQUOpcyq6	Remixes, Vol. 3	2hfJHI7tdtD0guoN7VxU0o	2018-08-10	Scared - Whatever/Whatever Remix	152dpnb8FsCYo1rYwRZKTv	6
Tuff City Kids	3tUtnhxnXl3zZdQUOpcyq6	Remixes, Vol. 3	2hfJHI7tdtD0guoN7VxU0o	2018-08-10	Scared - Whatever/Whatever Acid Rub	5Hrs3RGgNS57mO4vuEerUi	7
Tuff City Kids	3tUtnhxnXl3zZdQUOpcyq6	Remixes, Vol. 3	2hfJHI7tdtD0guoN7VxU0o	2018-08-10	Boilered - Mugwump Funktor Remix	7agIxKbUCQGB0xbyhda33b	8
St. Vincent	7bcbShaqKdcyjnmv4Ix8j6	New York (Live At Austin City Limits)	2QjLhtxHMwCL8itxoUsO1F	2018-08-10	New York - Live At Austin City Limits	3CQRsooJ00yGTUe0Q16vKi	1
Colleen Green	0LHZaUvES8NniRWNuhHNJl	Let Go	4tujgWc6C4Qfnh3vmF2zdX	2018-08-10	Let Go	7s5Wcgo5V6tlCzLvWWUQoe	1
Dagny	6Paz0vXJJ9bCPf0fEm3qzg	Drink About (Kokiri Remix)	0EyIVXD0UNbCe2YQMupGV5	2018-08-10	Drink About - Kokiri Remix	0QLtiqoZRvzQvNoxBhQcdn	1
Dagny	6Paz0vXJJ9bCPf0fEm3qzg	Drink About (Clean Bandit Remix)	2wat88FAcMxDAQJ84kBdbF	2018-08-10	Drink About - Clean Bandit Remix	1HCmEU2u0YU8ll8qgXDyjj	1
Rebecca & Fiona	6rgEPiKjowlMKZC1DF6W75	Different	7lX5GIXna6xwbx8HgPbnMH	2018-08-10	Different	4iT32zCUhioMq3MlucDCR2	1
Rebecca & Fiona	6rgEPiKjowlMKZC1DF6W75	Different	46WpFmVhPbGzxA5KWI1SIQ	2018-08-10	Different	5Oro1Q9K21kVZkqzcuF2Rz	1
Sofi Tukker	586uxXMyD5ObPuzjtrzO1Q	Batshit (The Remixes)	1PDozR8FMHJhPyhRgMSzmG	2018-08-10	Batshit - Purple Disco Machine Remix	5wvOVvUMryQGap0qp8Gsrf	1
Sofi Tukker	586uxXMyD5ObPuzjtrzO1Q	Batshit (The Remixes)	1PDozR8FMHJhPyhRgMSzmG	2018-08-10	Batshit - Ilkay Sencan Remix	1Q7hXkGUpQLVsoEWWEqhSX	2
Sofi Tukker	586uxXMyD5ObPuzjtrzO1Q	Batshit (The Remixes)	1PDozR8FMHJhPyhRgMSzmG	2018-08-10	Batshit - Wax Wings Night Is Deep Remix	0qVeVqT4kvVvJfHxYQZbZV	3
Sofi Tukker	586uxXMyD5ObPuzjtrzO1Q	Batshit (The Remixes)	1PDozR8FMHJhPyhRgMSzmG	2018-08-10	Batshit - Woo2Tech & Bruno Be Remix	6ICQEcDr2WZwxSoMn4Ajyl	4
Sofi Tukker	586uxXMyD5ObPuzjtrzO1Q	Batshit (The Remixes)	1PDozR8FMHJhPyhRgMSzmG	2018-08-10	Batshit - Denis First & Reznikov Remix	3RzeoE2M1H8ddlRd6zb47Q	5
Sofi Tukker	586uxXMyD5ObPuzjtrzO1Q	Batshit (The Remixes)	1PDozR8FMHJhPyhRgMSzmG	2018-08-10	Batshit - Ralphi Rosario Tech Mixx	0gVIjlluAr5MtObMTiTf3S	6
girl in red	3uwAm6vQy7kWPS2bciKWx9	4am	4K5i1l5M44nXP81JK2HP8L	2018-08-10	4am	4BWJGWmzbjsnA94Weyi5j4	1
Rone	3Dw9w3jnmr58ocgxiwITcq	P(eo)PLE	4650njaBEEwD3oPIfYO8SC	2018-08-09	P(eo)PLE	3Ex9HHWHbX2NRoe6m9ZmMK	1
Tunng	6k8oBFzievbIn6XJK0pDpa	Sleepwalking	3DvCC4QqGo2VwsgWuim5mo	2018-08-08	Sleepwalking	1Hb3PE0oNIBLyCOrWXiuiw	1
Author & Punisher	4QtqJ5KVIhBruJWEhWjnsv	Nihil Strength	7jCrCcxuyDT32yivdsGHIy	2018-08-08	Nihil Strength	4jCdqmEYg9EcJQCS4u8hCt	1
Lindstrøm	2vTtjIqZ7hW0W15t1ApKTB	Blinded by the Leds	3wgo3Ayu0n9WpHeAm94krK	2018-08-08	Blinded By The LEDs	6uIfLuixM9zs04WTl8J3tw	1
Lindstrøm	2vTtjIqZ7hW0W15t1ApKTB	Blinded by the Leds	3wgo3Ayu0n9WpHeAm94krK	2018-08-08	Blinded By The LEDs (Edit)	6QWoEKeAnYS8KGiwjtnovg	2
Anoraak	2DfP0hQCCFmZHjstSE8yXC	Sleepless	3iLjIOpJeFPU1YOfjV9YvN	2018-08-07	Sleepless	3eYvlgJ2euSiUPdgMpJLsN	1
Mirah	5AZHg5fZjuN4FzGUnaiQcj	Lighthouse	0qXt2l8RvOi2GvfIupj0rB	2018-08-07	Lighthouse	6VRiqSw4H96mtDVrkDhfMU	1
Rubblebucket	6xriZDSK3wPXhOoZXr9fzF	Annihilation Song	1FIjmTMbrWi0cWDjZlbRXu	2018-08-07	Annihilation Song	1COPxZtFekSzojC4nRxsqg	1
Cones	7Eo5yqhHiEtDPdToS6YFnE	Run the Risk	4IcQiiqkh2Xo8URldpAw4X	2018-08-03	Run the Risk	2IjZCTP4lJ4uK6NJecATdT	1
CHVRCHES	3CjlHNtplJyTf9npxaPl5w	Out of My Head	5Wc9AmSGt0FlX7AXWrDyYL	2018-08-03	Out of My Head	3CyAxS1DntQkjHXhZ6gDmp	1
Tensnake	75nC6MXUalYZSOd7OfNkwq	Move (Tensnake Remix)	1p62pOexiXstqomitpi6r6	2018-08-03	Move - Tensnake Remix	216Q3CX7RS5QIy5IhfG4Ce	1
Rone	3Dw9w3jnmr58ocgxiwITcq	Mirapolis (Johannes Brecht Remix)	32ZVzkfs3wAuH0yA1QXq9g	2018-08-03	Mirapolis - Johannes Brecht Remix	4FJneW7uGcWOR8H2zwbaWw	1
Bad Bad Hats	2bstapBmz5M83elQvPnwp6	Lightning Round	4pDwtZKEgsUaekOlVA4kkJ	2018-08-03	Makes Me Nervous	1r5hGK8q4Hl0FMtD5F8P4P	1
Bad Bad Hats	2bstapBmz5M83elQvPnwp6	Lightning Round	4pDwtZKEgsUaekOlVA4kkJ	2018-08-03	Write It on Your Heart	11RTkyUXGgxIDN3EYDHABu	2
Bad Bad Hats	2bstapBmz5M83elQvPnwp6	Lightning Round	4pDwtZKEgsUaekOlVA4kkJ	2018-08-03	Get What I Want	0Jn8XRxfc7Z4zCQqunRaib	3
Bad Bad Hats	2bstapBmz5M83elQvPnwp6	Lightning Round	4pDwtZKEgsUaekOlVA4kkJ	2018-08-03	1-800	4Cm8vkpB0ZC5yaCjc4B8In	4
Bad Bad Hats	2bstapBmz5M83elQvPnwp6	Lightning Round	4pDwtZKEgsUaekOlVA4kkJ	2018-08-03	Nothing Gets Me High	5pP462QnVPfXeTvAiYAV6w	5
Bad Bad Hats	2bstapBmz5M83elQvPnwp6	Lightning Round	4pDwtZKEgsUaekOlVA4kkJ	2018-08-03	Talk With Your Hands	4NnP5XQEbe3Kd6faO3kXUK	6
Bad Bad Hats	2bstapBmz5M83elQvPnwp6	Lightning Round	4pDwtZKEgsUaekOlVA4kkJ	2018-08-03	Girl	6jS6GQKrQJwW7rRvswsRjq	7
Bad Bad Hats	2bstapBmz5M83elQvPnwp6	Lightning Round	4pDwtZKEgsUaekOlVA4kkJ	2018-08-03	Automatic	2WGTC0YWrp0aFG9UkET2zH	8
Bad Bad Hats	2bstapBmz5M83elQvPnwp6	Lightning Round	4pDwtZKEgsUaekOlVA4kkJ	2018-08-03	Absolute Worst	3KbSpckDBrwCUPbU4XqiOk	9
Bad Bad Hats	2bstapBmz5M83elQvPnwp6	Lightning Round	4pDwtZKEgsUaekOlVA4kkJ	2018-08-03	365	2nU66msIuxMBQ2RRt0jJtR	10
Kill Paris	6BNaPZdAIZAJnbgJRiZz2w	Two Minds	6YTCYpuJAtLl4GyOr8wDwp	2018-08-02	Two Minds	1Hcv5OZtV0VS74B1UGygfS	1
Digitalism	2fBURuq7FrlH6z5F92mpOl	Glow	1hF6ptnkA3aTS8fji8LKMO	2018-08-02	Glow	1Z2UlDPtTr5SDMuXzfayHb	1
Jarreau Vandal	6f96znq79wvlknKHHHhtTW	Westside	1ZyxE4rXSfAZwqd6PO7l1N	2018-07-31	Westside	4rU2eED2YPnmmrVmLlaYVI	1
Spiritualized	6DKmuXxXASTF6xaJwcTfjv	Here It Comes (The Road) Let's Go	736X8fT1ObHjJZWYegWloQ	2018-07-30	Here It Comes (The Road) Let's Go	4JCWvc9P6UN720dTPSGZxx	1
Marsheaux	71kSWeYFioviuty6e3aj5k	Computer Love (Unplugged)	3Tvd6V4TT3XzsZPbAK6IO4	2018-07-30	Computer Love - Unplugged	6HREBcvQJ0i0G4lTadYOtT	1
CHVRCHES	3CjlHNtplJyTf9npxaPl5w	Miracle (The Remixes)	4FLji6SWHQsVactBMfulCq	2018-07-27	Miracle - Manila Killa Remix	7msA1GJUFFe2yrOs3r1dhD	1
CHVRCHES	3CjlHNtplJyTf9npxaPl5w	Miracle (The Remixes)	4FLji6SWHQsVactBMfulCq	2018-07-27	Miracle - IHF Remix	72SpXdMEjOgv9Oofbkc4ZO	2
CHVRCHES	3CjlHNtplJyTf9npxaPl5w	Miracle (The Remixes)	4FLji6SWHQsVactBMfulCq	2018-07-27	Miracle - Mija Remix	0ZIhYdLnDoU9ez1bzoAdlP	3
CHVRCHES	3CjlHNtplJyTf9npxaPl5w	Miracle (The Remixes)	4FLji6SWHQsVactBMfulCq	2018-07-27	Miracle - The Juan Maclean Remix	2UwYkjvZgUlaymiTqjMQoE	4
Felix Da Housecat	4rC8J4M4aOqsQSCP4yoyJI	Midnight Bang	3tcGgHfP2SEE6RJnaTcFpl	2018-07-27	Midnight Bang - Original Mix	6u7B6sm3es7m1ick4eQIU2	1
Perlo	7HoyQiwbj67vedZeOSFQSJ	Love Like You Care	6Yg4ULwdw4nfhsFXDmZYwb	2018-07-27	Love Like You Care	6V152rvIZhc5BXXGIIDZuF	1
Santigold	6Jrxnp0JgqmeUX1veU591p	I Don't Want: The Gold Fire Sessions	4cml5zEheYJwbRmFlieis9	2018-07-27	Coo Coo Coo	2j0Lp6HlpWz9tMvnRnsCFF	1
Santigold	6Jrxnp0JgqmeUX1veU591p	I Don't Want: The Gold Fire Sessions	1K4OziXY7LkBrG6biiSQ1c	2018-07-27	Coo Coo Coo	0VFjPpKim0fKiIt5M6wTKT	1
Santigold	6Jrxnp0JgqmeUX1veU591p	I Don't Want: The Gold Fire Sessions	4cml5zEheYJwbRmFlieis9	2018-07-27	Run the Road	3UyVG4yc9wc3rz3Trw1iHd	2
Santigold	6Jrxnp0JgqmeUX1veU591p	I Don't Want: The Gold Fire Sessions	1K4OziXY7LkBrG6biiSQ1c	2018-07-27	Run the Road	6K2QpUqvNLchsEqRy1iOTW	2
Santigold	6Jrxnp0JgqmeUX1veU591p	I Don't Want: The Gold Fire Sessions	4cml5zEheYJwbRmFlieis9	2018-07-27	Wha' You Feel Like	4kHwbaMwpugJvzTqs9MmjZ	3
Santigold	6Jrxnp0JgqmeUX1veU591p	I Don't Want: The Gold Fire Sessions	1K4OziXY7LkBrG6biiSQ1c	2018-07-27	Wha' You Feel Like	7qAHFTFKb4FJYXk6VtxpWP	3
Santigold	6Jrxnp0JgqmeUX1veU591p	I Don't Want: The Gold Fire Sessions	4cml5zEheYJwbRmFlieis9	2018-07-27	I Don't Want	7qfEvVhpHna9a1KEUuPvj8	4
Santigold	6Jrxnp0JgqmeUX1veU591p	I Don't Want: The Gold Fire Sessions	1K4OziXY7LkBrG6biiSQ1c	2018-07-27	I Don't Want	7wsZg5fyBVJvteGNfcEdpP	4
Santigold	6Jrxnp0JgqmeUX1veU591p	I Don't Want: The Gold Fire Sessions	4cml5zEheYJwbRmFlieis9	2018-07-27	Valley of the Dolls	7bkSI07biaySDgzQtVnp5Z	5
Santigold	6Jrxnp0JgqmeUX1veU591p	I Don't Want: The Gold Fire Sessions	1K4OziXY7LkBrG6biiSQ1c	2018-07-27	Valley of the Dolls	4YKGVOUdC38bbUbH7t5gCH	5
Santigold	6Jrxnp0JgqmeUX1veU591p	I Don't Want: The Gold Fire Sessions	4cml5zEheYJwbRmFlieis9	2018-07-27	Why Me	4EbXnRvAL1apTNOeiZcIrK	6
Santigold	6Jrxnp0JgqmeUX1veU591p	I Don't Want: The Gold Fire Sessions	1K4OziXY7LkBrG6biiSQ1c	2018-07-27	Why Me	31sPPWg9AxMXvuzO25DLkg	6
Santigold	6Jrxnp0JgqmeUX1veU591p	I Don't Want: The Gold Fire Sessions	4cml5zEheYJwbRmFlieis9	2018-07-27	Crashing Your Party	36VBRUVTtuI4rwaYoU6Hgg	7
Santigold	6Jrxnp0JgqmeUX1veU591p	I Don't Want: The Gold Fire Sessions	1K4OziXY7LkBrG6biiSQ1c	2018-07-27	Crashing Your Party	1nMFjfpVjySETbkEEvdLX5	7
Santigold	6Jrxnp0JgqmeUX1veU591p	I Don't Want: The Gold Fire Sessions	4cml5zEheYJwbRmFlieis9	2018-07-27	Don't Blame Me	5YPBOOwozToDGndbcSGzqy	8
Santigold	6Jrxnp0JgqmeUX1veU591p	I Don't Want: The Gold Fire Sessions	1K4OziXY7LkBrG6biiSQ1c	2018-07-27	Don't Blame Me	4yfRVY2xgt7r0Wb9ISfo4x	8
Santigold	6Jrxnp0JgqmeUX1veU591p	I Don't Want: The Gold Fire Sessions	4cml5zEheYJwbRmFlieis9	2018-07-27	A Perfect Life	1BAL0utGfUj4uL1hCCNpE0	9
Santigold	6Jrxnp0JgqmeUX1veU591p	I Don't Want: The Gold Fire Sessions	1K4OziXY7LkBrG6biiSQ1c	2018-07-27	A Perfect Life	4MyoYNPARzyOoQdf0CZbdB	9
Santigold	6Jrxnp0JgqmeUX1veU591p	I Don't Want: The Gold Fire Sessions	4cml5zEheYJwbRmFlieis9	2018-07-27	Gold Fire	6aPeq4uqJaWQqjlaG3P81c	10
Santigold	6Jrxnp0JgqmeUX1veU591p	I Don't Want: The Gold Fire Sessions	1K4OziXY7LkBrG6biiSQ1c	2018-07-27	Gold Fire	6GkXjJ5irORDgzHYD1TtjY	10
Wolfgang Gartner	3534yWWzmxx8NbKVoNolsK	Freak	4TYgQbteeZ21gHdgCRuoM3	2018-07-27	Freak	7LDtRLCz9D5DOR31jQZ65m	1
SONOIO	4vh9kE1fATE3Z6LUQUKdc3	Fine	4whEql1W8i16qBDXTTMkX8	2018-07-27	I Don't Know	7gthBcdIUioB7Z5InFN5do	1
SONOIO	4vh9kE1fATE3Z6LUQUKdc3	Fine	4whEql1W8i16qBDXTTMkX8	2018-07-27	Left	4cI934FDC92bhmpxzlHqAG	2
SONOIO	4vh9kE1fATE3Z6LUQUKdc3	Fine	4whEql1W8i16qBDXTTMkX8	2018-07-27	Thanks for Calling	5nc8eB2uUTrzN2lfpSu308	3
SONOIO	4vh9kE1fATE3Z6LUQUKdc3	Fine	4whEql1W8i16qBDXTTMkX8	2018-07-27	Pieces	6xsOwTHiLcj6VngrlmqfHG	4
SONOIO	4vh9kE1fATE3Z6LUQUKdc3	Fine	4whEql1W8i16qBDXTTMkX8	2018-07-27	Vitamin D	7CXcxre3rzQs4D8CVQONbw	5
SONOIO	4vh9kE1fATE3Z6LUQUKdc3	Fine	4whEql1W8i16qBDXTTMkX8	2018-07-27	Bad Habit	2YobwV0eCp6CsNdvllPt1W	6
SONOIO	4vh9kE1fATE3Z6LUQUKdc3	Fine	4whEql1W8i16qBDXTTMkX8	2018-07-27	Under the Sea	5LnifsZ4rrx7ahBi9IBu8o	7
SONOIO	4vh9kE1fATE3Z6LUQUKdc3	Fine	4whEql1W8i16qBDXTTMkX8	2018-07-27	What's Before	4td79FpbxRBh1ViAK9DNDU	8
SONOIO	4vh9kE1fATE3Z6LUQUKdc3	Fine	4whEql1W8i16qBDXTTMkX8	2018-07-27	I Don't Know (Coda)	4v489rMbm6UKs3318J4sFG	9
Raffi	7oWSqrgMuIEyH9qp5nu2e5	Dog On The Floor	4e2pcGUjCOh78sIimijdSw	2018-07-27	The Way It Goes	2PKGPUcpD6ET1t6LFVUgns	1
Raffi	7oWSqrgMuIEyH9qp5nu2e5	Dog On The Floor	4e2pcGUjCOh78sIimijdSw	2018-07-27	Luna's Song	3zjgjxmf1nkX3vOAXzK7oG	2
Raffi	7oWSqrgMuIEyH9qp5nu2e5	Dog On The Floor	4e2pcGUjCOh78sIimijdSw	2018-07-27	Play Play Play	1dqyvLHlASWMsfourb54TK	3
Raffi	7oWSqrgMuIEyH9qp5nu2e5	Dog On The Floor	4e2pcGUjCOh78sIimijdSw	2018-07-27	Listen To The Horses	4Dz20xADvpriUSqQaSXcFN	4
Raffi	7oWSqrgMuIEyH9qp5nu2e5	Dog On The Floor	4e2pcGUjCOh78sIimijdSw	2018-07-27	Mary Had A Little Lamb	4sS2zsQLUYAGFAnxQMdWKl	5
Raffi	7oWSqrgMuIEyH9qp5nu2e5	Dog On The Floor	4e2pcGUjCOh78sIimijdSw	2018-07-27	Walkin' My Dog	18uwOFU4P1koPakJeqFypb	6
Raffi	7oWSqrgMuIEyH9qp5nu2e5	Dog On The Floor	4e2pcGUjCOh78sIimijdSw	2018-07-27	Fiddle Dance	3Mahu8FYbrjOSufFVSdk6V	7
Raffi	7oWSqrgMuIEyH9qp5nu2e5	Dog On The Floor	4e2pcGUjCOh78sIimijdSw	2018-07-27	Market Day	07oxahRLcoeCHuXgJD8mgB	8
Raffi	7oWSqrgMuIEyH9qp5nu2e5	Dog On The Floor	4e2pcGUjCOh78sIimijdSw	2018-07-27	Here Comes The Sun	5bBFX8OpHCkMCFSU14cTWV	9
Raffi	7oWSqrgMuIEyH9qp5nu2e5	Dog On The Floor	4e2pcGUjCOh78sIimijdSw	2018-07-27	Dragonfly	6P7xcIR12DDbwn8ADXmFHC	10
Raffi	7oWSqrgMuIEyH9qp5nu2e5	Dog On The Floor	4e2pcGUjCOh78sIimijdSw	2018-07-27	Love Grows Love	3Btxkaok3GhVkVDoB4w6iV	11
Raffi	7oWSqrgMuIEyH9qp5nu2e5	Dog On The Floor	4e2pcGUjCOh78sIimijdSw	2018-07-27	Dog On The Floor	7nk51TlOGq6saBtx3HeV49	12
Raffi	7oWSqrgMuIEyH9qp5nu2e5	Dog On The Floor	4e2pcGUjCOh78sIimijdSw	2018-07-27	Rainbow	77Ru9FPRAi57mT2IX4eoG8	13
Raffi	7oWSqrgMuIEyH9qp5nu2e5	Dog On The Floor	4e2pcGUjCOh78sIimijdSw	2018-07-27	Take A Breath	4niSFLDfvtxuAnblQIxfEY	14
Raffi	7oWSqrgMuIEyH9qp5nu2e5	Dog On The Floor	4e2pcGUjCOh78sIimijdSw	2018-07-27	It Takes A Village	0JMUVMEd32CWNGCo8FIGRH	15
Day Wave	4ptJIIR10UVlGjN0VntFaK	Still Let You Down	3uAwEZ6PJEuUS4cJvHkYFa	2018-07-26	Still Let You Down	3r5qFC3baqK42w5uuIA9rP	1
Charli XCX	25uiPmTg16RbhZWAqwLBy5	Girls Night Out	1JAutav4UH5YKUyuixDkRH	2018-07-26	Girls Night Out	7jspeyAKVWaBYvPGPe6u46	1
Metric	1rCIEwPp5OnXW0ornlSsRl	Dressed to Suppress	7jj0xwG3hdyZV5mDjvvjnp	2018-07-26	Dressed to Suppress	2CZKtdjmjtWJjU2rCEQNcY	1
Emmit Fenn	3VVLqeEqQQqTgT8YhfY9Z6	Pouring Rain	28Q33PGPEoFTZzBZhVNxNH	2018-07-25	Pouring Rain	4HSrjkd1Uyk02UeoTFSYGF	1
Dagny	6Paz0vXJJ9bCPf0fEm3qzg	Landslide	3c0Uy2iMgkfZGRwi35XbzS	2018-07-24	Landslide	41fecZEX4sPrRxnjZQ6DGU	1
Still Corners	4zKYrXs8iN4AeHmO8ZxNqp	The Photograph	2euiMSz9ZRKYiM4PeACicB	2018-07-23	The Photograph	225WgsvbK6RoIH6Y7OhKP2	1
Guided By Voices	4oV5EVJ0XFWsJKoOvdRPvl	You Own the Night	5ysDyIfl9P1cdOO8Ps0GUD	2018-07-20	You Own the Night	0MTUcpek4nhHCMg1280RNO	1
Guided By Voices	4oV5EVJ0XFWsJKoOvdRPvl	You Own the Night	5ysDyIfl9P1cdOO8Ps0GUD	2018-07-20	Your Cricket is Rather Unique	3siaWQflNi4pJH04lsJ5KA	2
The Hold Steady	3qkZBMz5JgmRN9u5wwhRC6	The Stove & The Toaster b/w Star 18	0l31momIcKTkM4lZojvDk1	2018-07-20	The Stove & The Toaster	1UTpowtT9J5X0MkZnEbGfZ	1
The Hold Steady	3qkZBMz5JgmRN9u5wwhRC6	The Stove & The Toaster b/w Star 18	0l31momIcKTkM4lZojvDk1	2018-07-20	Star 18	28okbcxccJZZwizraEJeqI	2
Meg Myers	0W8xe7IqAPlnBRMUpWOUuJ	Take Me To The Disco	1R5NwXzxNPMFcUQAeh0Tfn	2018-07-20	Take Me To The Disco	6s3aITK4gMINveYvaD7qxs	1
Meg Myers	0W8xe7IqAPlnBRMUpWOUuJ	Take Me To The Disco	1R5NwXzxNPMFcUQAeh0Tfn	2018-07-20	Numb	3XMyREykeptNpvd0tE75xw	2
Meg Myers	0W8xe7IqAPlnBRMUpWOUuJ	Take Me To The Disco	1R5NwXzxNPMFcUQAeh0Tfn	2018-07-20	Tourniquet	520goNMASTZp31CQCcSvwR	3
Meg Myers	0W8xe7IqAPlnBRMUpWOUuJ	Take Me To The Disco	1R5NwXzxNPMFcUQAeh0Tfn	2018-07-20	Tear Me To Pieces	0X8qBbOo055El8ba1FRkIL	4
Meg Myers	0W8xe7IqAPlnBRMUpWOUuJ	Take Me To The Disco	1R5NwXzxNPMFcUQAeh0Tfn	2018-07-20	Jealous Sea	22MuigRpnwPjbAtUSTexb8	5
Meg Myers	0W8xe7IqAPlnBRMUpWOUuJ	Take Me To The Disco	1R5NwXzxNPMFcUQAeh0Tfn	2018-07-20	The Death Of Me	2UdCAgl9eX9VevTzo4Rbyn	6
Meg Myers	0W8xe7IqAPlnBRMUpWOUuJ	Take Me To The Disco	1R5NwXzxNPMFcUQAeh0Tfn	2018-07-20	Some People	32PhQGVwurZaoJrCvrh0nl	7
Meg Myers	0W8xe7IqAPlnBRMUpWOUuJ	Take Me To The Disco	1R5NwXzxNPMFcUQAeh0Tfn	2018-07-20	Done	4DLfSCCRYgKLSyp06Ej7dC	8
Meg Myers	0W8xe7IqAPlnBRMUpWOUuJ	Take Me To The Disco	1R5NwXzxNPMFcUQAeh0Tfn	2018-07-20	I'm Not Sorry	2ZdHu0bwO6fMyjzumHnQFV	9
Meg Myers	0W8xe7IqAPlnBRMUpWOUuJ	Take Me To The Disco	1R5NwXzxNPMFcUQAeh0Tfn	2018-07-20	Little Black Death	1Hl2Wg84MNc3qrmt0c7EFW	10
Meg Myers	0W8xe7IqAPlnBRMUpWOUuJ	Take Me To The Disco	1R5NwXzxNPMFcUQAeh0Tfn	2018-07-20	Funeral	3nz8QwRj2tP0fBl62lXUYT	11
Meg Myers	0W8xe7IqAPlnBRMUpWOUuJ	Take Me To The Disco	1R5NwXzxNPMFcUQAeh0Tfn	2018-07-20	Constant	6cmX416wuLoQqcZW4Bu6Fs	12
Rebecca & Fiona	6rgEPiKjowlMKZC1DF6W75	Fool's Gold (Parham Remix)	4Wve4roQFPQrkHVIDNjKz9	2018-07-20	Fool's Gold - Parham Remix	3hCQE2jwFCY24DsblIYkRw	1
Rebecca & Fiona	6rgEPiKjowlMKZC1DF6W75	Fool's Gold (Nibla Remix)	45VjvAOMWY3ZMa9PeyuIY5	2018-07-20	Fool's Gold - Nibla Remix	6jXIIlfaOZCanxXtfXbJq3	1
