artist	artistId	album	albumId	date	song	songId	trackNum
Idina Menzel	73Np75Wv2tju61Eo9Zw4IR	Christmas: A Season Of Love	2iaVsgsBIrCnxTksOl0Muz	2019-10-18	We Need A Little Christmas	3jRyOnlDmpOdMJ5RQ1t0fH	7
Idina Menzel	73Np75Wv2tju61Eo9Zw4IR	Christmas: A Season Of Love	2iaVsgsBIrCnxTksOl0Muz	2019-10-18	O Holy Night/Ave Maria	6mdQnbitkqSi72d4u78GBN	8
Idina Menzel	73Np75Wv2tju61Eo9Zw4IR	Christmas: A Season Of Love	2iaVsgsBIrCnxTksOl0Muz	2019-10-18	Winter Wonderland/Christmas (Baby Please Come Home)	0bPVHSLWgguXJoSrAbJI4e	9
Idina Menzel	73Np75Wv2tju61Eo9Zw4IR	Christmas: A Season Of Love	2iaVsgsBIrCnxTksOl0Muz	2019-10-18	I'll Be Home For Christmas	2K3pX2tjD7cPinf3b1wOSU	10
Idina Menzel	73Np75Wv2tju61Eo9Zw4IR	Christmas: A Season Of Love	2iaVsgsBIrCnxTksOl0Muz	2019-10-18	Walker’s 3rd Hanukkah	1beDrbbl3Q6sC993xJBMy1	11
Idina Menzel	73Np75Wv2tju61Eo9Zw4IR	Christmas: A Season Of Love	2iaVsgsBIrCnxTksOl0Muz	2019-10-18	Ocho Kandelikas	6YIgAkok2YBMlyheciDhS6	12
Idina Menzel	73Np75Wv2tju61Eo9Zw4IR	Christmas: A Season Of Love	2iaVsgsBIrCnxTksOl0Muz	2019-10-18	Christmas Time Is Here	75cezRHphmBkykYu3X3drB	13
Idina Menzel	73Np75Wv2tju61Eo9Zw4IR	Christmas: A Season Of Love	2iaVsgsBIrCnxTksOl0Muz	2019-10-18	At This Table	6shVktdU2kC3QlGK8KViTk	14
Idina Menzel	73Np75Wv2tju61Eo9Zw4IR	Christmas: A Season Of Love	2iaVsgsBIrCnxTksOl0Muz	2019-10-18	Seasons Of Love	1lmUWvwkmVw9MFRJ5XBb6w	15
Idina Menzel	73Np75Wv2tju61Eo9Zw4IR	Christmas: A Season Of Love	2iaVsgsBIrCnxTksOl0Muz	2019-10-18	Caroling, Caroling	5vWRTwVWPO3izNIoSNWKN1	16
Idina Menzel	73Np75Wv2tju61Eo9Zw4IR	Christmas: A Season Of Love	2iaVsgsBIrCnxTksOl0Muz	2019-10-18	Auld Lang Syne - Introduction	6R3LRcXsBvhzfQ3wUJlQFz	17
Idina Menzel	73Np75Wv2tju61Eo9Zw4IR	Christmas: A Season Of Love	2iaVsgsBIrCnxTksOl0Muz	2019-10-18	Auld Lang Syne	1BpEy8YaQ09KIZmJ2X4k2Z	18
Computer Magic	6vhyWw7hIpvfIY9tE94mzP	Boys Got to Go (Computer Magic Remix)	0928InkVxuDjwIIZwYaf89	2019-10-18	Boys Got to Go - Computer Magic Remix	0Hrwhdftr8Q4rAJt4BcsMq	1
Otha	6UMUvqiDBEJLyx2uYplGCV	Tired and Sick	01xv4kF5gPzZ9l7SgrSrE5	2019-10-16	Tired and Sick	5fZ3sFURm6vOo5cwAFV1Y8	1
Kavinsky	0UF7XLthtbSF2Eur7559oV	Nightcall (RK Remix)	4LxnsqOezwEoXNAmVakceP	2019-10-16	Nightcall - RK Remix	7tEgmvQmyyqXxFE3zFBi4e	1
Tomggg	4IB2TdHMteDOTMAA1UbbcE	Miraichaya (VolumeTwo)	4J7Eh51DGal7OkYgbgDKmO	2019-10-16	Puka Puka Wonderland	3y6BYlZ08W24UQZpcDFG5u	1
Pomplamoose	5dHfLBNU8zoypgKefzEB1c	Harder, Better, Faster, Stronger	6dxiZKrk18tQSZlrNbxA7V	2019-10-16	Harder, Better, Faster, Stronger	5mEDzksquyffq78nAbXPB7	1
Wolf Parade	0XSqX2PB3C5dTMv7SZaxSm	Against the Day	5qYnpNnYRMa3ifyJQhkcnT	2019-10-16	Against the Day	2E73KHhNlLFZBg4rmWyJmO	1
Psychic Twin	2kYGhtpk80ssZY8FRQH5Xo	Water Meets Land	40vUr2jVlna34OL8RKZE7l	2019-10-11	Water Meets Land	6L7Zvr9KNLX4IeGcY8fQhi	1
Felix Da Housecat	4rC8J4M4aOqsQSCP4yoyJI	Thee Trk!	5ObvO8fnz4wMFO2j7mnAWb	2019-10-11	Thee Trk! - Honey Dijon Re-Edit	7fFlDFLnXvM1zKXEs2qrBs	1
Felix Da Housecat	4rC8J4M4aOqsQSCP4yoyJI	Thee Trk!	5ObvO8fnz4wMFO2j7mnAWb	2019-10-11	Thee Trk!	0eIWAMNdOaolYeMvzzPtjm	2
Charli XCX	25uiPmTg16RbhZWAqwLBy5	Spicy (with Diplo & Charli XCX) [Remixes]	1PbOvsQE07RzhUzeaZTldw	2019-10-11	Spicy - Majestic Remix	4Q9iBGT9b9CVTtDwsgQWnl	1
Charli XCX	25uiPmTg16RbhZWAqwLBy5	Spicy (with Diplo & Charli XCX) [Remixes]	1PbOvsQE07RzhUzeaZTldw	2019-10-11	Spicy - Banx & Ranx Remix	3lKyRYCjm0aOV1ZDw0WQC6	2
Charli XCX	25uiPmTg16RbhZWAqwLBy5	Spicy (with Diplo & Charli XCX) [Remixes]	1PbOvsQE07RzhUzeaZTldw	2019-10-11	Spicy - Herve Pagez VIP	3DAykN7g3IMj9NB4pFOtOE	3
Charli XCX	25uiPmTg16RbhZWAqwLBy5	Spicy (with Diplo & Charli XCX) [Remixes]	1PbOvsQE07RzhUzeaZTldw	2019-10-11	Spicy	2BgFcsUoankppCnhSACTPn	4
Sofi Tukker	586uxXMyD5ObPuzjtrzO1Q	Small Talk (Sofi Tukker Remix)	0LJe9wjQloxWKHFcGmQuNI	2019-10-11	Small Talk - Sofi Tukker Remix	2vQQX3NOzl7UIE5ACjnyY4	1
Lindstrøm	2vTtjIqZ7hW0W15t1ApKTB	On A Clear Day I Can See You Forever	6FSJBJiNfdgRC4f4Jo30MI	2019-10-11	On A Clear Day I Can See You Forever	27mtsbKnbBvCJ4y2R21u26	1
Lindstrøm	2vTtjIqZ7hW0W15t1ApKTB	On A Clear Day I Can See You Forever	6FSJBJiNfdgRC4f4Jo30MI	2019-10-11	Really Deep Snow	0Hscbn4dvlfEcl82AhnFIb	2
Lindstrøm	2vTtjIqZ7hW0W15t1ApKTB	On A Clear Day I Can See You Forever	6FSJBJiNfdgRC4f4Jo30MI	2019-10-11	Swing Low Sweet LFO	2iIOJuRCoVZlfH3mG9JvNE	3
Lindstrøm	2vTtjIqZ7hW0W15t1ApKTB	On A Clear Day I Can See You Forever	6FSJBJiNfdgRC4f4Jo30MI	2019-10-11	As If No One Is Here	2WPo8f08uNjLT0OQoqukWD	4
